2018-10-19 15:48:33  INFO org.apache.spark.SparkContext:54 - Running Spark version 2.2.1
2018-10-19 15:48:34  WARN org.apache.hadoop.util.NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2018-10-19 15:48:34  INFO org.apache.spark.SparkContext:54 - Submitted application: sparktest
2018-10-19 15:48:34  INFO org.apache.spark.SecurityManager:54 - Changing view acls to: chenchen
2018-10-19 15:48:34  INFO org.apache.spark.SecurityManager:54 - Changing modify acls to: chenchen
2018-10-19 15:48:34  INFO org.apache.spark.SecurityManager:54 - Changing view acls groups to: 
2018-10-19 15:48:34  INFO org.apache.spark.SecurityManager:54 - Changing modify acls groups to: 
2018-10-19 15:48:34  INFO org.apache.spark.SecurityManager:54 - SecurityManager: authentication disabled; ui acls disabled; users  with view permissions: Set(chenchen); groups with view permissions: Set(); users  with modify permissions: Set(chenchen); groups with modify permissions: Set()
2018-10-19 15:48:34  INFO org.apache.spark.util.Utils:54 - Successfully started service 'sparkDriver' on port 55442.
2018-10-19 15:48:34  INFO org.apache.spark.SparkEnv:54 - Registering MapOutputTracker
2018-10-19 15:48:34  INFO org.apache.spark.SparkEnv:54 - Registering BlockManagerMaster
2018-10-19 15:48:34  INFO org.apache.spark.storage.BlockManagerMasterEndpoint:54 - Using org.apache.spark.storage.DefaultTopologyMapper for getting topology information
2018-10-19 15:48:34  INFO org.apache.spark.storage.BlockManagerMasterEndpoint:54 - BlockManagerMasterEndpoint up
2018-10-19 15:48:34  INFO org.apache.spark.storage.DiskBlockManager:54 - Created local directory at /private/var/folders/0p/zl_zv6l509zbvhfstcbdd_ch0000gn/T/blockmgr-9c3aa03b-e9f6-4154-9ce3-0f42d656297c
2018-10-19 15:48:34  INFO org.apache.spark.storage.memory.MemoryStore:54 - MemoryStore started with capacity 912.3 MB
2018-10-19 15:48:35  INFO org.apache.spark.SparkEnv:54 - Registering OutputCommitCoordinator
2018-10-19 15:48:35  INFO org.spark_project.jetty.util.log:192 - Logging initialized @3166ms
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.Server:345 - jetty-9.3.z-SNAPSHOT
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.Server:403 - Started @3266ms
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.AbstractConnector:270 - Started ServerConnector@1ca919fe{HTTP/1.1,[http/1.1]}{0.0.0.0:4040}
2018-10-19 15:48:35  INFO org.apache.spark.util.Utils:54 - Successfully started service 'SparkUI' on port 4040.
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@332a7fce{/jobs,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6fefce9e{/jobs/json,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@1bdf8190{/jobs/job,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@c65a5ef{/jobs/job/json,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@b672aa8{/stages,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@ec0c838{/stages/json,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5cc69cfe{/stages/stage,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@11dee337{/stages/stage/json,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@55f3c410{/stages/pool,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@770d4269{/stages/pool/json,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@1922e6d{/storage,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@6bab2585{/storage/json,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@644c78d4{/storage/rdd,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@611f8234{/storage/rdd/json,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@7cbee484{/environment,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@62923ee6{/environment/json,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@f19c9d2{/executors,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@b91d8c4{/executors/json,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@a77614d{/executors/threadDump,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@4a067c25{/executors/threadDump/json,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@3bde62ff{/static,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@299266e2{/,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@66ea1466{/api,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@142eef62{/jobs/job/kill,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@5990e6c5{/stages/stage/kill,null,AVAILABLE,@Spark}
2018-10-19 15:48:35  INFO org.apache.spark.ui.SparkUI:54 - Bound SparkUI to 0.0.0.0, and started at http://10.4.95.33:4040
2018-10-19 15:48:35  INFO org.apache.spark.executor.Executor:54 - Starting executor ID driver on host localhost
2018-10-19 15:48:35  INFO org.apache.spark.util.Utils:54 - Successfully started service 'org.apache.spark.network.netty.NettyBlockTransferService' on port 55443.
2018-10-19 15:48:35  INFO org.apache.spark.network.netty.NettyBlockTransferService:54 - Server created on 10.4.95.33:55443
2018-10-19 15:48:35  INFO org.apache.spark.storage.BlockManager:54 - Using org.apache.spark.storage.RandomBlockReplicationPolicy for block replication policy
2018-10-19 15:48:35  INFO org.apache.spark.storage.BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, 10.4.95.33, 55443, None)
2018-10-19 15:48:35  INFO org.apache.spark.storage.BlockManagerMasterEndpoint:54 - Registering block manager 10.4.95.33:55443 with 912.3 MB RAM, BlockManagerId(driver, 10.4.95.33, 55443, None)
2018-10-19 15:48:35  INFO org.apache.spark.storage.BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, 10.4.95.33, 55443, None)
2018-10-19 15:48:35  INFO org.apache.spark.storage.BlockManager:54 - Initialized BlockManager: BlockManagerId(driver, 10.4.95.33, 55443, None)
2018-10-19 15:48:35  INFO org.spark_project.jetty.server.handler.ContextHandler:781 - Started o.s.j.s.ServletContextHandler@15515c51{/metrics/json,null,AVAILABLE,@Spark}
2018-10-19 15:48:36  INFO kafka.utils.VerifiableProperties:68 - Verifying properties
2018-10-19 15:48:36  INFO kafka.utils.VerifiableProperties:68 - Property auto.offset.reset is overridden to smallest
2018-10-19 15:48:36  INFO kafka.utils.VerifiableProperties:68 - Property group.id is overridden to flinktest
2018-10-19 15:48:36  WARN kafka.utils.VerifiableProperties:83 - Property serializer.class is not valid
2018-10-19 15:48:36  INFO kafka.utils.VerifiableProperties:68 - Property zookeeper.connect is overridden to localhost:2181
2018-10-19 15:48:36  INFO kafka.utils.VerifiableProperties:68 - Property zookeeper.session.timeout.ms is overridden to 40000
2018-10-19 15:48:36  INFO org.apache.spark.streaming.kafka.DirectKafkaInputDStream:54 - Slide time = 5000 ms
2018-10-19 15:48:36  INFO org.apache.spark.streaming.kafka.DirectKafkaInputDStream:54 - Storage level = Serialized 1x Replicated
2018-10-19 15:48:36  INFO org.apache.spark.streaming.kafka.DirectKafkaInputDStream:54 - Checkpoint interval = null
2018-10-19 15:48:36  INFO org.apache.spark.streaming.kafka.DirectKafkaInputDStream:54 - Remember interval = 5000 ms
2018-10-19 15:48:36  INFO org.apache.spark.streaming.kafka.DirectKafkaInputDStream:54 - Initialized and validated org.apache.spark.streaming.kafka.DirectKafkaInputDStream@49bf98eb
2018-10-19 15:48:36  INFO org.apache.spark.streaming.dstream.TransformedDStream:54 - Slide time = 5000 ms
2018-10-19 15:48:36  INFO org.apache.spark.streaming.dstream.TransformedDStream:54 - Storage level = Serialized 1x Replicated
2018-10-19 15:48:36  INFO org.apache.spark.streaming.dstream.TransformedDStream:54 - Checkpoint interval = null
2018-10-19 15:48:36  INFO org.apache.spark.streaming.dstream.TransformedDStream:54 - Remember interval = 5000 ms
2018-10-19 15:48:36  INFO org.apache.spark.streaming.dstream.TransformedDStream:54 - Initialized and validated org.apache.spark.streaming.dstream.TransformedDStream@2fba711
2018-10-19 15:48:36  INFO org.apache.spark.streaming.dstream.ForEachDStream:54 - Slide time = 5000 ms
2018-10-19 15:48:36  INFO org.apache.spark.streaming.dstream.ForEachDStream:54 - Storage level = Serialized 1x Replicated
2018-10-19 15:48:36  INFO org.apache.spark.streaming.dstream.ForEachDStream:54 - Checkpoint interval = null
2018-10-19 15:48:36  INFO org.apache.spark.streaming.dstream.ForEachDStream:54 - Remember interval = 5000 ms
2018-10-19 15:48:36  INFO org.apache.spark.streaming.dstream.ForEachDStream:54 - Initialized and validated org.apache.spark.streaming.dstream.ForEachDStream@75d1cfd9
2018-10-19 15:48:36  INFO org.apache.spark.streaming.util.RecurringTimer:54 - Started timer for JobGenerator at time 1539935320000
